,Track,Artist,Region,Country,Sub_Region,Track_n_Region,days_on_chart,first_appeared_date
442074,Stronger,Kanye West,cz,Czech Republic,Eastern Europe,Stronger cz,66,2/2/2017
442075,I Like Me Better,Lauv,cz,Czech Republic,Eastern Europe,I Like Me Better cz,76,5/18/2017
442076,2U (feat. Justin Bieber),David Guetta,cz,Czech Republic,Eastern Europe,2U (feat. Justin Bieber) cz,68,6/8/2017
442077,Walking The Wire,Imagine Dragons,cz,Czech Republic,Eastern Europe,Walking The Wire cz,63,6/15/2017
442078,Ain't No Mountain High Enough,Marvin Gaye,cz,Czech Republic,Eastern Europe,Ain't No Mountain High Enough cz,77,12/31/2016
442080,New Man,Ed Sheeran,cz,Czech Republic,Eastern Europe,New Man cz,80,3/2/2017
442081,Love Me Now,John Legend,cz,Czech Republic,Eastern Europe,Love Me Now cz,72,12/31/2016
442083,Dynamite (feat. Pretty Sister),Nause,cz,Czech Republic,Eastern Europe,Dynamite (feat. Pretty Sister) cz,80,12/31/2016
442088,Ain't My Fault,Zara Larsson,cz,Czech Republic,Eastern Europe,Ain't My Fault cz,75,12/31/2016
442089,Feels,Calvin Harris,cz,Czech Republic,Eastern Europe,Feels cz,63,6/15/2017
442090,Everyday,Ariana Grande,cz,Czech Republic,Eastern Europe,Everyday cz,69,2/7/2017
442091,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,cz,Czech Republic,Eastern Europe,At My Best (feat. Hailee Steinfeld) cz,73,3/16/2017
442094,High Without Your Love,Loote,cz,Czech Republic,Eastern Europe,High Without Your Love cz,70,5/15/2017
442095,Sex,Cheat Codes,cz,Czech Republic,Eastern Europe,Sex cz,63,12/31/2016
442096,Don't,Ed Sheeran,cz,Czech Republic,Eastern Europe,Don't cz,68,1/5/2017
442097,Sing Me to Sleep,Alan Walker,cz,Czech Republic,Eastern Europe,Sing Me to Sleep cz,79,12/31/2016
442098,Make Me (Cry),Noah Cyrus,cz,Czech Republic,Eastern Europe,Make Me (Cry) cz,74,12/31/2016
442100,Bon Appétit,Katy Perry,cz,Czech Republic,Eastern Europe,Bon Appétit cz,77,4/27/2017
442101,Came Here for Love,Sigala,cz,Czech Republic,Eastern Europe,Came Here for Love cz,70,6/8/2017
442103,Raging,Kygo,cz,Czech Republic,Eastern Europe,Raging cz,70,1/1/2017
442104,Stay With Me,Sam Smith,cz,Czech Republic,Eastern Europe,Stay With Me cz,71,1/1/2017
442107,do re mi,Blackbear,cz,Czech Republic,Eastern Europe,do re mi cz,61,3/23/2017
442110,Supermarket Flowers,Ed Sheeran,cz,Czech Republic,Eastern Europe,Supermarket Flowers cz,64,3/2/2017
442111,Party Monster,The Weeknd,cz,Czech Republic,Eastern Europe,Party Monster cz,75,12/31/2016
442116,Let It Go,James Bay,cz,Czech Republic,Eastern Europe,Let It Go cz,67,1/1/2017
442123,Swish Swish,Katy Perry,cz,Czech Republic,Eastern Europe,Swish Swish cz,65,5/18/2017
442126,How Would You Feel (Paean),Ed Sheeran,cz,Czech Republic,Eastern Europe,How Would You Feel (Paean) cz,71,2/16/2017
442131,Wherever I Go,OneRepublic,cz,Czech Republic,Eastern Europe,Wherever I Go cz,68,12/31/2016
442133,Party On The West Coast (feat. Snoop Dogg),Matoma,cz,Czech Republic,Eastern Europe,Party On The West Coast (feat. Snoop Dogg) cz,73,6/2/2017
442136,Bounce Back,Big Sean,cz,Czech Republic,Eastern Europe,Bounce Back cz,72,1/9/2017
442138,Barcelona,Ed Sheeran,cz,Czech Republic,Eastern Europe,Barcelona cz,70,3/2/2017
442144,Reminding Me,Shawn Hook,cz,Czech Republic,Eastern Europe,Reminding Me cz,71,5/23/2017
442159,Wild Thoughts,DJ Khaled,cz,Czech Republic,Eastern Europe,Wild Thoughts cz,63,6/15/2017
442160,Know No Better (feat. Quavo),Major Lazer,cz,Czech Republic,Eastern Europe,Know No Better (feat. Quavo) cz,76,6/2/2017
442161,Here Comes The Sun - Remastered,The Beatles,cz,Czech Republic,Eastern Europe,Here Comes The Sun - Remastered cz,77,1/1/2017
442163,The Mack,Nevada,cz,Czech Republic,Eastern Europe,The Mack cz,63,12/31/2016
442176,Young And Beautiful,Lana Del Rey,cz,Czech Republic,Eastern Europe,Young And Beautiful cz,62,1/1/2017
442220,Tenerife Sea,Ed Sheeran,cz,Czech Republic,Eastern Europe,Tenerife Sea cz,63,1/5/2017
445223,Ride,Twenty One Pilots,cz,Czech Republic,Eastern Europe,Ride cz,216,12/31/2016
445224,'Till I Collapse,Eminem,cz,Czech Republic,Eastern Europe,'Till I Collapse cz,216,1/1/2017
445225,Lean On (feat. MØ & DJ Snake),Major Lazer,cz,Czech Republic,Eastern Europe,Lean On (feat. MØ & DJ Snake) cz,211,12/31/2016
445226,Issues,Julia Michaels,cz,Czech Republic,Eastern Europe,Issues cz,211,1/12/2017
445228,I Got You,Bebe Rexha,cz,Czech Republic,Eastern Europe,I Got You cz,208,12/31/2016
445229,Lose Yourself - Soundtrack Version,Eminem,cz,Czech Republic,Eastern Europe,Lose Yourself - Soundtrack Version cz,217,1/1/2017
445230,No Lie,Sean Paul,cz,Czech Republic,Eastern Europe,No Lie cz,212,1/1/2017
445231,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,cz,Czech Republic,Eastern Europe,I Took A Pill In Ibiza - Seeb Remix cz,216,12/31/2016
445235,Paris,The Chainsmokers,cz,Czech Republic,Eastern Europe,Paris cz,214,1/12/2017
445247,Hear Me Now,Alok,cz,Czech Republic,Eastern Europe,Hear Me Now cz,204,12/31/2016
445263,Asio,Ben Cristovao,cz,Czech Republic,Eastern Europe,Asio cz,212,12/31/2016
445301,Despacito (Featuring Daddy Yankee),Luis Fonsi,cz,Czech Republic,Eastern Europe,Despacito (Featuring Daddy Yankee) cz,207,1/19/2017
450340,Whatever It Takes,Imagine Dragons,cz,Czech Republic,Eastern Europe,Whatever It Takes cz,98,5/8/2017
450341,Hands,Mike Perry,cz,Czech Republic,Eastern Europe,Hands cz,83,5/18/2017
450342,Fake Love,Drake,cz,Czech Republic,Eastern Europe,Fake Love cz,96,12/31/2016
450343,Final Song,MØ,cz,Czech Republic,Eastern Europe,Final Song cz,96,12/31/2016
450344,I See Fire,Ed Sheeran,cz,Czech Republic,Eastern Europe,I See Fire cz,87,1/3/2017
450345,Rollin,Calvin Harris,cz,Czech Republic,Eastern Europe,Rollin cz,93,5/11/2017
450346,More Than You Know,Axwell /\ Ingrosso,cz,Czech Republic,Eastern Europe,More Than You Know cz,81,5/25/2017
450347,Obsession (feat. Jon Bellion),Vice,cz,Czech Republic,Eastern Europe,Obsession (feat. Jon Bellion) cz,95,3/30/2017
450348,OK,Robin Schulz,cz,Czech Republic,Eastern Europe,OK cz,88,5/18/2017
450349,The Cure,Lady Gaga,cz,Czech Republic,Eastern Europe,The Cure cz,84,4/15/2017
450350,Whippin (feat. Felix Snow),Kiiara,cz,Czech Republic,Eastern Europe,Whippin (feat. Felix Snow) cz,94,4/25/2017
450351,"i hate u, i love u (feat. olivia o'brien)",gnash,cz,Czech Republic,Eastern Europe,"i hate u, i love u (feat. olivia o'brien) cz",82,12/31/2016
450352,DNA.,Kendrick Lamar,cz,Czech Republic,Eastern Europe,DNA. cz,94,4/13/2017
450353,Strip That Down,Liam Payne,cz,Czech Republic,Eastern Europe,Strip That Down cz,88,5/18/2017
450354,Sooner Or Later,Aaron Carter,cz,Czech Republic,Eastern Europe,Sooner Or Later cz,86,1/30/2017
450355,Crying in the Club,Camila Cabello,cz,Czech Republic,Eastern Europe,Crying in the Club cz,88,5/18/2017
450356,Holly Molly (feat. Lvcas Dope),Yzomandias,cz,Czech Republic,Eastern Europe,Holly Molly (feat. Lvcas Dope) cz,83,5/23/2017
450357,Ciao Adios,Anne-Marie,cz,Czech Republic,Eastern Europe,Ciao Adios cz,98,2/9/2017
450359,Thumbs,Sabrina Carpenter,cz,Czech Republic,Eastern Europe,Thumbs cz,91,1/23/2017
450361,Bad and Boujee (feat. Lil Uzi Vert),Migos,cz,Czech Republic,Eastern Europe,Bad and Boujee (feat. Lil Uzi Vert) cz,87,12/31/2016
450363,Bad Liar,Selena Gomez,cz,Czech Republic,Eastern Europe,Bad Liar cz,87,5/17/2017
450364,"Choďte šeci Do Piče (feat. Strapo, Ektor & Hrdlorez Boris)",DJ Wich,cz,Czech Republic,Eastern Europe,"Choďte šeci Do Piče (feat. Strapo, Ektor & Hrdlorez Boris) cz",98,1/1/2017
450365,P.Y.T. (Pretty Young Thing),John Gibbons,cz,Czech Republic,Eastern Europe,P.Y.T. (Pretty Young Thing) cz,88,5/14/2017
450367,Pisem si svuj sen - feat. Leos Mares,Pavel Callta,cz,Czech Republic,Eastern Europe,Pisem si svuj sen - feat. Leos Mares cz,88,3/18/2017
450369,Malibu,Miley Cyrus,cz,Czech Republic,Eastern Europe,Malibu cz,96,5/10/2017
450371,Summer Air,ItaloBrothers,cz,Czech Republic,Eastern Europe,Summer Air cz,90,3/17/2017
450376,Tired,Alan Walker,cz,Czech Republic,Eastern Europe,Tired cz,88,5/18/2017
450378,Mama,Jonas Blue,cz,Czech Republic,Eastern Europe,Mama cz,99,5/7/2017
450382,Riptide,Vance Joy,cz,Czech Republic,Eastern Europe,Riptide cz,99,1/2/2017
450384,Hot2Touch,Felix Jaehn,cz,Czech Republic,Eastern Europe,Hot2Touch cz,95,5/11/2017
450385,Seven Nation Army,The White Stripes,cz,Czech Republic,Eastern Europe,Seven Nation Army cz,96,1/11/2017
450387,Redbone,Childish Gambino,cz,Czech Republic,Eastern Europe,Redbone cz,82,5/24/2017
450389,Two High,Moon Taxi,cz,Czech Republic,Eastern Europe,Two High cz,82,5/15/2017
450390,Heavydirtysoul,Twenty One Pilots,cz,Czech Republic,Eastern Europe,Heavydirtysoul cz,81,2/5/2017
450401,There for You,Martin Garrix,cz,Czech Republic,Eastern Europe,There for You cz,81,5/25/2017
450412,Be The One,Dua Lipa,cz,Czech Republic,Eastern Europe,Be The One cz,92,2/10/2017
450413,Places,Martin Solveig,cz,Czech Republic,Eastern Europe,Places cz,98,4/23/2017
450423,Your Song,Rita Ora,cz,Czech Republic,Eastern Europe,Your Song cz,81,5/25/2017
450429,Lights Down Low,MAX,cz,Czech Republic,Eastern Europe,Lights Down Low cz,89,2/10/2017
450433,I Would Like,Zara Larsson,cz,Czech Republic,Eastern Europe,I Would Like cz,92,12/31/2016
450437,Felices los 4,Maluma,cz,Czech Republic,Eastern Europe,Felices los 4 cz,94,5/6/2017
450439,Selfish,Future,cz,Czech Republic,Eastern Europe,Selfish cz,100,2/23/2017
450446,Without Me,Eminem,cz,Czech Republic,Eastern Europe,Without Me cz,85,1/1/2017
450492,Hello,Adele,cz,Czech Republic,Eastern Europe,Hello cz,95,12/31/2016
450575,Battle Symphony,Linkin Park,cz,Czech Republic,Eastern Europe,Battle Symphony cz,85,3/16/2017
450871,Down,Fifth Harmony,cz,Czech Republic,Eastern Europe,Down cz,93,2/5/2017
450914,Down,Marian Hill,cz,Czech Republic,Eastern Europe,Down cz,93,2/5/2017
455064,Not Going Home,DVBBS,cz,Czech Republic,Eastern Europe,Not Going Home cz,101,12/31/2016
455065,Hymn For The Weekend,Coldplay,cz,Czech Republic,Eastern Europe,Hymn For The Weekend cz,104,12/31/2016
455066,Hunter,Galantis,cz,Czech Republic,Eastern Europe,Hunter cz,102,5/4/2017
455067,No Vacancy,OneRepublic,cz,Czech Republic,Eastern Europe,No Vacancy cz,109,4/27/2017
455068,First Time,Kygo,cz,Czech Republic,Eastern Europe,First Time cz,109,4/27/2017
455069,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,cz,Czech Republic,Eastern Europe,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj) cz,116,1/26/2017
455070,The Other,Lauv,cz,Czech Republic,Eastern Europe,The Other cz,112,1/7/2017
455071,Despacito - Remix,Luis Fonsi,cz,Czech Republic,Eastern Europe,Despacito - Remix cz,118,4/16/2017
455072,The Night We Met,Lord Huron,cz,Czech Republic,Eastern Europe,The Night We Met cz,120,4/15/2017
455073,No Money,Galantis,cz,Czech Republic,Eastern Europe,No Money cz,109,12/31/2016
455074,Slow Hands,Niall Horan,cz,Czech Republic,Eastern Europe,Slow Hands cz,103,5/3/2017
455075,Thunder,Imagine Dragons,cz,Czech Republic,Eastern Europe,Thunder cz,110,4/26/2017
455078,Counting Stars,OneRepublic,cz,Czech Republic,Eastern Europe,Counting Stars cz,107,1/1/2017
455079,Lot to Learn,Luke Christopher,cz,Czech Republic,Eastern Europe,Lot to Learn cz,116,12/31/2016
455080,Feel Good (feat. Daya),Gryffin,cz,Czech Republic,Eastern Europe,Feel Good (feat. Daya) cz,119,3/2/2017
455084,What Do I Know?,Ed Sheeran,cz,Czech Republic,Eastern Europe,What Do I Know? cz,106,3/2/2017
455086,"Když nemůžeš, tak přidej",Mirai,cz,Czech Republic,Eastern Europe,"Když nemůžeš, tak přidej cz",118,2/7/2017
455088,Passionfruit,Drake,cz,Czech Republic,Eastern Europe,Passionfruit cz,112,3/18/2017
455089,Chantaje,Shakira,cz,Czech Republic,Eastern Europe,Chantaje cz,103,12/31/2016
455093,Attention,Charlie Puth,cz,Czech Republic,Eastern Europe,Attention cz,116,4/20/2017
455094,Romantic - NOTD Remix,Stanaj,cz,Czech Republic,Eastern Europe,Romantic - NOTD Remix cz,119,1/5/2017
455098,Please Don't Go,Joel Adams,cz,Czech Republic,Eastern Europe,Please Don't Go cz,103,12/31/2016
455099,24K Magic,Bruno Mars,cz,Czech Republic,Eastern Europe,24K Magic cz,115,12/31/2016
455101,1-800-273-8255,Logic,cz,Czech Republic,Eastern Europe,1-800-273-8255 cz,102,5/4/2017
455105,I Love You,Axwell /\ Ingrosso,cz,Czech Republic,Eastern Europe,I Love You cz,110,2/9/2017
455108,Cake,Flo Rida,cz,Czech Republic,Eastern Europe,Cake cz,104,1/1/2017
455109,There's Nothing Holdin' Me Back,Shawn Mendes,cz,Czech Republic,Eastern Europe,There's Nothing Holdin' Me Back cz,117,4/19/2017
455114,Send My Love (To Your New Lover),Adele,cz,Czech Republic,Eastern Europe,Send My Love (To Your New Lover) cz,101,12/31/2016
455117,It's Gotta Be You,Isaiah,cz,Czech Republic,Eastern Europe,It's Gotta Be You cz,109,12/31/2016
455141,I'm the One,DJ Khaled,cz,Czech Republic,Eastern Europe,I'm the One cz,109,4/27/2017
455180,"Me, Myself & I",G-Eazy,cz,Czech Republic,Eastern Europe,"Me, Myself & I cz",110,12/31/2016
455181,Nights With You,MØ,cz,Czech Republic,Eastern Europe,Nights With You cz,114,4/20/2017
455213,Unforgettable,French Montana,cz,Czech Republic,Eastern Europe,Unforgettable cz,116,4/23/2017
455270,Most Girls,Hailee Steinfeld,cz,Czech Republic,Eastern Europe,Most Girls cz,109,4/27/2017
457208,Unforgettable,Thomas Rhett,cz,Czech Republic,Eastern Europe,Unforgettable cz,116,4/23/2017
460699,Burden Down,Micar,de,Germany,Western Europe,Burden Down de,94,5/9/2017
460700,Alarm,Anne-Marie,de,Germany,Western Europe,Alarm de,89,12/31/2016
460701,El Amante,Nicky Jam,de,Germany,Western Europe,El Amante de,84,2/13/2017
460702,Gehen wir rein,Bushido,de,Germany,Western Europe,Gehen wir rein de,84,4/6/2017
460703,Selfish,Future,de,Germany,Western Europe,Selfish de,92,3/2/2017
460704,Plem Plem (feat. Raf Camora & Bonez MC),Kontra K,de,Germany,Western Europe,Plem Plem (feat. Raf Camora & Bonez MC) de,96,4/6/2017
460705,Aliens,Marteria,de,Germany,Western Europe,Aliens de,100,3/16/2017
460707,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,de,Germany,Western Europe,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"") de",87,12/31/2016
460708,DNA.,Kendrick Lamar,de,Germany,Western Europe,DNA. de,96,4/13/2017
460709,Spielplatz,Maxwell,de,Germany,Western Europe,Spielplatz de,91,12/31/2016
460711,There for You,Martin Garrix,de,Germany,Western Europe,There for You de,81,5/25/2017
460713,Blau,Amanda,de,Germany,Western Europe,Blau de,95,4/20/2017
460714,Hunter,Galantis,de,Germany,Western Europe,Hunter de,100,5/4/2017
460715,Side To Side,Ariana Grande,de,Germany,Western Europe,Side To Side de,95,12/31/2016
460716,Tired,Alan Walker,de,Germany,Western Europe,Tired de,88,5/18/2017
460717,Bon Appétit,Katy Perry,de,Germany,Western Europe,Bon Appétit de,89,4/27/2017
460719,Herzbeben,Helene Fischer,de,Germany,Western Europe,Herzbeben de,95,5/11/2017
460720,I Would Like,Zara Larsson,de,Germany,Western Europe,I Would Like de,86,12/31/2016
460721,Crying in the Club,Camila Cabello,de,Germany,Western Europe,Crying in the Club de,86,5/20/2017
460722,Papa,Bushido,de,Germany,Western Europe,Papa de,81,5/25/2017
460726,Murcielago,KC Rebell,de,Germany,Western Europe,Murcielago de,95,5/11/2017
460728,Holland,257ers,de,Germany,Western Europe,Holland de,93,12/31/2016
460729,Mainhattan City Gang,Capo,de,Germany,Western Europe,Mainhattan City Gang de,95,5/11/2017
460731,Don't Be So Shy - Filatov & Karas Remix,Imany,de,Germany,Western Europe,Don't Be So Shy - Filatov & Karas Remix de,91,12/31/2016
460732,Dye My Hair,ALMA,de,Germany,Western Europe,Dye My Hair de,82,12/31/2016
460733,Work from Home,Fifth Harmony,de,Germany,Western Europe,Work from Home de,91,12/31/2016
460735,The Cure,Lady Gaga,de,Germany,Western Europe,The Cure de,90,4/18/2017
460736,Heb ab,Azzi Memo,de,Germany,Western Europe,Heb ab de,86,5/20/2017
460740,Oceans Away,A R I Z O N A,de,Germany,Western Europe,Oceans Away de,87,1/4/2017
460741,Bounce Back,Big Sean,de,Germany,Western Europe,Bounce Back de,98,1/8/2017
460744,Strip That Down,Liam Payne,de,Germany,Western Europe,Strip That Down de,88,5/18/2017
460746,Louis Louis,Kay One,de,Germany,Western Europe,Louis Louis de,88,5/18/2017
460748,Scheiß auf eure Party,Ufo361,de,Germany,Western Europe,Scheiß auf eure Party de,91,1/29/2017
460749,Sowieso - Radio Version,Mark Forster,de,Germany,Western Europe,Sowieso - Radio Version de,93,5/12/2017
460752,Show You Love,Kato,de,Germany,Western Europe,Show You Love de,92,2/23/2017
460753,Hot2Touch,Felix Jaehn,de,Germany,Western Europe,Hot2Touch de,95,5/11/2017
460759,Dynamite (feat. Pretty Sister),Nause,de,Germany,Western Europe,Dynamite (feat. Pretty Sister) de,98,12/31/2016
460762,Von Party zu Party,SXTN,de,Germany,Western Europe,Von Party zu Party de,86,5/18/2017
460769,Bad Liar,Selena Gomez,de,Germany,Western Europe,Bad Liar de,87,5/17/2017
460772,Your Song,Rita Ora,de,Germany,Western Europe,Your Song de,81,5/25/2017
460773,Lambo Diablo GT (feat. Nimo),Capo,de,Germany,Western Europe,Lambo Diablo GT (feat. Nimo) de,81,5/25/2017
460774,HandClap,Fitz and The Tantrums,de,Germany,Western Europe,HandClap de,85,1/26/2017
460780,OK,Robin Schulz,de,Germany,Western Europe,OK de,88,5/18/2017
460784,Real Madrid,Zuna,de,Germany,Western Europe,Real Madrid de,81,4/13/2017
460801,Love Me Now,John Legend,de,Germany,Western Europe,Love Me Now de,95,12/31/2016
460819,Malibu,Miley Cyrus,de,Germany,Western Europe,Malibu de,95,5/11/2017
460821,24K Magic,Bruno Mars,de,Germany,Western Europe,24K Magic de,88,12/31/2016
460823,Happier,Ed Sheeran,de,Germany,Western Europe,Happier de,89,3/2/2017
460827,Down,Marian Hill,de,Germany,Western Europe,Down de,82,2/14/2017
460891,Perfect,Ed Sheeran,de,Germany,Western Europe,Perfect de,86,3/2/2017
461028,The Greatest,Sia,de,Germany,Western Europe,The Greatest de,88,12/31/2016
461625,By Your Side,Jonas Blue,de,Germany,Western Europe,By Your Side de,114,12/31/2016
461626,Nicht jetzt,KC Rebell,de,Germany,Western Europe,Nicht jetzt de,116,4/20/2017
461627,I Got You,Bebe Rexha,de,Germany,Western Europe,I Got You de,103,12/31/2016
461628,Green Light,Lorde,de,Germany,Western Europe,Green Light de,113,3/2/2017
461630,Be Mine,Ofenbach,de,Germany,Western Europe,Be Mine de,105,4/22/2017
461631,Cazal,Zuna,de,Germany,Western Europe,Cazal de,109,2/16/2017
461632,My Way,Calvin Harris,de,Germany,Western Europe,My Way de,112,12/31/2016
461633,Für die Gang,Ufo361,de,Germany,Western Europe,Für die Gang de,112,3/30/2017
461634,Should Have Been There,Regi,de,Germany,Western Europe,Should Have Been There de,112,4/13/2017
461636,No Vacancy,OneRepublic,de,Germany,Western Europe,No Vacancy de,102,4/27/2017
461637,Felices los 4,Maluma,de,Germany,Western Europe,Felices los 4 de,101,5/5/2017
461638,LFR,Nimo,de,Germany,Western Europe,LFR de,116,4/20/2017
461639,Mama,Jonas Blue,de,Germany,Western Europe,Mama de,101,5/4/2017
461641,Whippin (feat. Felix Snow),Kiiara,de,Germany,Western Europe,Whippin (feat. Felix Snow) de,111,4/25/2017
461645,Bis hier und noch weiter,Adel Tawil,de,Germany,Western Europe,Bis hier und noch weiter de,120,3/16/2017
461647,Cold,Maroon 5,de,Germany,Western Europe,Cold de,108,2/16/2017
461648,Stressed Out,Twenty One Pilots,de,Germany,Western Europe,Stressed Out de,112,12/31/2016
461649,There's Nothing Holdin' Me Back,Shawn Mendes,de,Germany,Western Europe,There's Nothing Holdin' Me Back de,117,4/19/2017
461652,Jim Beam & Voddi,AK Ausserkontrolle,de,Germany,Western Europe,Jim Beam & Voddi de,102,5/4/2017
461654,In the Name of Love,Martin Garrix,de,Germany,Western Europe,In the Name of Love de,117,12/31/2016
461655,I'm the One,DJ Khaled,de,Germany,Western Europe,I'm the One de,109,4/27/2017
461657,First Time,Kygo,de,Germany,Western Europe,First Time de,109,4/27/2017
461658,Das Geld muss weg,Marteria,de,Germany,Western Europe,Das Geld muss weg de,101,5/4/2017
461663,Kontrollieren,RAF Camora,de,Germany,Western Europe,Kontrollieren de,111,4/25/2017
461664,Der Pate,Ufo361,de,Germany,Western Europe,Der Pate de,109,4/27/2017
461665,Attention,Charlie Puth,de,Germany,Western Europe,Attention de,114,4/20/2017
461666,Patte fließt,Azet,de,Germany,Western Europe,Patte fließt de,104,12/31/2016
461670,Fast Life,Azet,de,Germany,Western Europe,Fast Life de,111,12/31/2016
461673,Bleib in der Schule,Trailerpark,de,Germany,Western Europe,Bleib in der Schule de,113,12/31/2016
461680,Thunder,Imagine Dragons,de,Germany,Western Europe,Thunder de,109,4/27/2017
461681,Black Beatles,Rae Sremmurd,de,Germany,Western Europe,Black Beatles de,118,12/31/2016
461682,Don't Leave,Snakehips,de,Germany,Western Europe,Don't Leave de,104,1/5/2017
461683,Bros,RIN,de,Germany,Western Europe,Bros de,101,5/5/2017
461686,Most Girls,Hailee Steinfeld,de,Germany,Western Europe,Most Girls de,101,4/27/2017
461692,Es geht ums Geschäft,Capital Bra,de,Germany,Western Europe,Es geht ums Geschäft de,101,1/15/2017
461714,Me Rehúso,Danny Ocean,de,Germany,Western Europe,Me Rehúso de,109,4/26/2017
461715,Despacito - Remix,Luis Fonsi,de,Germany,Western Europe,Despacito - Remix de,118,4/16/2017
461738,Never Give Up,Sia,de,Germany,Western Europe,Never Give Up de,120,12/31/2016
461741,Feel - Radio Edit,Mahmut Orhan,de,Germany,Western Europe,Feel - Radio Edit de,103,12/31/2016
461754,The Sound Of Silence,Disturbed,de,Germany,Western Europe,The Sound Of Silence de,103,12/31/2016
461787,Your Soul (Holding On),RHODES,de,Germany,Western Europe,Your Soul (Holding On) de,102,12/31/2016
461814,I Was Wrong - Robin Schulz Remix,A R I Z O N A,de,Germany,Western Europe,I Was Wrong - Robin Schulz Remix de,103,12/31/2016
461815,Slow Hands,Niall Horan,de,Germany,Western Europe,Slow Hands de,103,5/3/2017
465592,Down,Fifth Harmony,de,Germany,Western Europe,Down de,82,2/14/2017
468472,Olé Olé,Capital Bra,de,Germany,Western Europe,Olé Olé de,7,8/10/2017
468473,So Lange,Bushido,de,Germany,Western Europe,So Lange de,13,6/8/2017
468474,Yellow Bar Mitzvah,SpongeBOZZ,de,Germany,Western Europe,Yellow Bar Mitzvah de,19,5/25/2017
468475,Wer,Ufo361,de,Germany,Western Europe,Wer de,8,4/27/2017
468476,Animal,Alvaro Soler,de,Germany,Western Europe,Animal de,2,5/16/2017
468477,Dancing On My Own - Tiësto Remix,Calum Scott,de,Germany,Western Europe,Dancing On My Own - Tiësto Remix de,14,1/7/2017
468478,Willst du,Alligatoah,de,Germany,Western Europe,Willst du de,11,12/31/2016
468479,Bargeld,Veysel,de,Germany,Western Europe,Bargeld de,14,8/3/2017
468480,No Long Talk,Drake,de,Germany,Western Europe,No Long Talk de,11,3/18/2017
468481,Marmalade (feat. Lil Yachty),Macklemore,de,Germany,Western Europe,Marmalade (feat. Lil Yachty) de,18,7/27/2017
468482,To the Max,DJ Khaled,de,Germany,Western Europe,To the Max de,7,6/5/2017
468483,Old Friends - Jonas Blue Remix,Jasmine Thompson,de,Germany,Western Europe,Old Friends - Jonas Blue Remix de,20,6/3/2017
468484,CCNDNA,Bushido,de,Germany,Western Europe,CCNDNA de,16,6/8/2017
468485,I'm Stuck,Noah Cyrus,de,Germany,Western Europe,I'm Stuck de,1,5/25/2017
468486,Setting Fires,The Chainsmokers,de,Germany,Western Europe,Setting Fires de,18,12/31/2016
468487,Pics wie ein Fan,KC Rebell,de,Germany,Western Europe,Pics wie ein Fan de,13,6/15/2017
468489,Wieder vereint,LX,de,Germany,Western Europe,Wieder vereint de,14,12/31/2016
468490,Die Echten,Capital Bra,de,Germany,Western Europe,Die Echten de,13,2/2/2017
468491,How It Is (Wap Bap...),Bibi H.,de,Germany,Western Europe,How It Is (Wap Bap...) de,11,5/4/2017
468492,Blackout,RIN,de,Germany,Western Europe,Blackout de,6,1/12/2017
468494,Magnum - Bonustrack,KC Rebell,de,Germany,Western Europe,Magnum - Bonustrack de,8,6/15/2017
468496,Es Rollt,Maxwell,de,Germany,Western Europe,Es Rollt de,14,3/23/2017
468498,Mister T,Ufo361,de,Germany,Western Europe,Mister T de,17,2/16/2017
468499,Czech Republic,Zuna,de,Germany,Western Europe,Czech Republic de,13,4/13/2017
468500,One Step Closer,Linkin Park,de,Germany,Western Europe,One Step Closer de,8,7/20/2017
468501,Sacrifices,Drake,de,Germany,Western Europe,Sacrifices de,8,3/18/2017
468502,Keine Angst,Casper,de,Germany,Western Europe,Keine Angst de,15,7/13/2017
468503,Conni wird 3,Conni,de,Germany,Western Europe,Conni wird 3 de,19,2/14/2017
468504,Battle Symphony,Linkin Park,de,Germany,Western Europe,Battle Symphony de,16,3/16/2017
468506,Action,Maxwell,de,Germany,Western Europe,Action de,7,3/23/2017
468508,On My Way,Tiësto,de,Germany,Western Europe,On My Way de,2,1/12/2017
468509,LUST.,Kendrick Lamar,de,Germany,Western Europe,LUST. de,12,4/13/2017
468510,Barfuß am Klavier,AnnenMayKantereit,de,Germany,Western Europe,Barfuß am Klavier de,10,1/3/2017
468511,GOD.,Kendrick Lamar,de,Germany,Western Europe,GOD. de,7,4/13/2017
468512,Napoli,Capo,de,Germany,Western Europe,Napoli de,8,7/6/2017
468514,"Banger Imperium (feat. Farid Bang, KC Rebell, Jasko, Summer Cem, 18 Karat & Play69) - Bonustrack",Majoe,de,Germany,Western Europe,"Banger Imperium (feat. Farid Bang, KC Rebell, Jasko, Summer Cem, 18 Karat & Play69) - Bonustrack de",7,2/9/2017
468515,Verräter,Bonez MC,de,Germany,Western Europe,Verräter de,7,1/1/2017
468516,Centurion Card,SpongeBOZZ,de,Germany,Western Europe,Centurion Card de,6,6/8/2017
